size,lang,task,instruction_models,gamma_instr,gamma_pref,dev_accuracy,test_accuracy
3B,hi,AB,BC_CB,0.3,0.3,301,
3B,hi,AB,BC_CB,0.3,0.6,303,
3B,hi,AB,BC_CB,0.3,1.2,20,
3B,hi,AB,BC_CB,0.3,0.8999999999999999,206,
3B,hi,AB,BC_CB,0.3,1.5,0,
3B,hi,AB,BC_CB,0.3,1.8,0,
3B,hi,AB,BC_CB,0.6,0.3,270,
3B,hi,AB,BC_CB,0.6,0.6,283,
3B,hi,AB,BC_CB,0.6,0.8999999999999999,281,
3B,hi,AB,BC_CB,0.6,1.2,253,
3B,hi,AB,BC_CB,0.6,1.5,67,
3B,hi,AB,BC_CB,0.6,1.8,0,
3B,hi,AB,BC_CB,0.8999999999999999,0.3,222,
3B,hi,AB,BC_CB,0.8999999999999999,0.6,244,
3B,hi,AB,BC_CB,0.8999999999999999,0.8999999999999999,255,
3B,hi,AB,BC_CB,0.8999999999999999,1.2,261,
3B,hi,AB,BC_CB,0.8999999999999999,1.5,253,
3B,hi,AB,BC_CB,0.8999999999999999,1.8,198,
3B,hi,AB,BC_CB,1.2,0.3,185,
3B,hi,AB,BC_CB,1.2,0.6,208,
3B,hi,AB,BC_CB,1.2,0.8999999999999999,222,
3B,hi,AB,BC_CB,1.2,1.2,223,
3B,hi,AB,BC_CB,1.2,1.5,235,
3B,hi,AB,BC_CB,1.2,1.8,243,
3B,hi,AB,BC_CB,1.5,0.3,170,
3B,hi,AB,BC_CB,1.5,0.6,190,
3B,hi,AB,BC_CB,1.5,0.8999999999999999,196,
3B,hi,AB,BC_CB,1.5,1.2,205,
3B,hi,AB,BC_CB,1.5,1.5,219,
3B,hi,AB,BC_CB,1.5,1.8,227,
3B,hi,AB,BC_CB,1.8,0.3,167,
3B,hi,AB,BC_CB,1.8,0.6,175,
3B,hi,AB,BC_CB,1.8,0.8999999999999999,185,
3B,hi,AB,BC_CB,1.8,1.2,186,
3B,hi,AB,BC_CB,1.8,1.5,194,
3B,hi,AB,BC_CB,1.8,1.8,203,
3B,hi,AB,BC_CB,2.1,0.3,171,
3B,hi,AB,BC_CB,2.1,0.6,174,
3B,hi,AB,BC_CB,2.1,0.8999999999999999,181,
3B,hi,AB,BC_CB,2.1,1.2,183,
3B,hi,AB,BC_CB,2.1,1.5,184,
3B,hi,AB,BC_CB,2.1,1.8,187,
3B,hi,AB,BC_CB,2.4,0.3,170,
3B,hi,AB,BC_CB,2.4,0.6,180,
3B,hi,AB,BC_CB,2.4,0.8999999999999999,180,
3B,hi,AB,BC_CB,2.4,1.2,181,
3B,hi,AB,BC_CB,2.4,1.5,183,
3B,hi,AB,BC_CB,2.4,1.8,181,
3B,hi,AB,BC_CB,2.7,0.3,177,
3B,hi,AB,BC_CB,2.7,0.6,185,
3B,hi,AB,BC_CB,2.7,0.8999999999999999,177,
3B,hi,AB,BC_CB,2.7,1.2,178,
3B,hi,AB,BC_CB,2.7,1.5,179,
3B,hi,AB,BC_CB,2.7,1.8,181,
3B,hi,AB,BC_CB,3.0,0.3,183,
3B,hi,AB,BC_CB,3.0,0.6,185,
3B,hi,AB,BC_CB,3.0,0.8999999999999999,180,
3B,hi,AB,BC_CB,3.0,1.2,179,
3B,hi,AB,BC_CB,3.0,1.5,178,
3B,hi,AB,BC_CB,3.0,1.8,179,
3B,hi,AB,BC_CB,0.0999999999999999,0.3999999999999999,289,
3B,hi,AB,BC_CB,0.0999999999999999,0.5,252,
3B,hi,AB,BC_CB,0.0999999999999999,0.6000000000000001,186,
3B,hi,AB,BC_CB,0.0999999999999999,0.7000000000000001,91,
3B,hi,AB,BC_CB,0.0999999999999999,0.8,38,
3B,hi,AB,BC_CB,0.1999999999999999,0.3999999999999999,309,
3B,hi,AB,BC_CB,0.1999999999999999,0.5,299,
3B,hi,AB,BC_CB,0.1999999999999999,0.6000000000000001,277,
3B,hi,AB,BC_CB,0.1999999999999999,0.7000000000000001,233,
3B,hi,AB,BC_CB,0.1999999999999999,0.8,163,
3B,hi,AB,BC_CB,0.3,0.3999999999999999,310,314.0
3B,hi,AB,BC_CB,0.3,0.5,305,
3B,hi,AB,BC_CB,0.3,0.7000000000000001,277,
3B,hi,AB,BC_CB,0.3,0.8,255,
3B,hi,AB,BC_CB,0.4,0.3999999999999999,305,
3B,hi,AB,BC_CB,0.4,0.5,302,
3B,hi,AB,BC_CB,0.4,0.6000000000000001,302,
3B,hi,AB,BC_CB,0.4,0.7000000000000001,289,
3B,hi,AB,BC_CB,0.4,0.8,279,
3B,hi,AB,BC_CB,0.5,0.3999999999999999,293,
3B,hi,AB,BC_CB,0.5,0.5,293,
3B,hi,AB,BC_CB,0.5,0.6000000000000001,292,
3B,hi,AB,BC_CB,0.5,0.7000000000000001,287,
3B,hi,AB,BC_CB,0.5,0.8,284,
3B,hi,AB,CA_AC,0.3,0.3,323,
3B,hi,AB,CA_AC,0.3,0.6,308,
3B,hi,AB,CA_AC,0.3,0.8999999999999999,237,
3B,hi,AB,CA_AC,0.3,1.2,171,
3B,hi,AB,CA_AC,0.3,1.8,9,
3B,hi,AB,CA_AC,0.3,1.5,85,
3B,hi,AB,CA_AC,0.6,0.3,333,
3B,hi,AB,CA_AC,0.6,0.6,342,
3B,hi,AB,CA_AC,0.6,0.8999999999999999,307,
3B,hi,AB,CA_AC,0.6,1.2,250,
3B,hi,AB,CA_AC,0.6,1.5,214,
3B,hi,AB,CA_AC,0.6,1.8,163,
3B,hi,AB,CA_AC,0.8999999999999999,0.3,342,
3B,hi,AB,CA_AC,0.8999999999999999,0.6,351,337.0
3B,hi,AB,CA_AC,0.8999999999999999,0.8999999999999999,330,
3B,hi,AB,CA_AC,0.8999999999999999,1.2,300,
3B,hi,AB,CA_AC,0.8999999999999999,1.5,252,
3B,hi,AB,CA_AC,0.8999999999999999,1.8,210,
3B,hi,AB,CA_AC,1.2,0.3,341,
3B,hi,AB,CA_AC,1.2,0.6,349,
3B,hi,AB,CA_AC,1.2,0.8999999999999999,335,
3B,hi,AB,CA_AC,1.2,1.2,307,
3B,hi,AB,CA_AC,1.2,1.5,287,
3B,hi,AB,CA_AC,1.2,1.8,253,
3B,hi,AB,CA_AC,1.5,0.3,325,
3B,hi,AB,CA_AC,1.5,0.6,347,
3B,hi,AB,CA_AC,1.5,0.8999999999999999,340,
3B,hi,AB,CA_AC,1.5,1.2,316,
3B,hi,AB,CA_AC,1.5,1.5,291,
3B,hi,AB,CA_AC,1.5,1.8,270,
3B,hi,AB,CA_AC,1.8,0.3,323,
3B,hi,AB,CA_AC,1.8,0.6,340,
3B,hi,AB,CA_AC,1.8,0.8999999999999999,338,
3B,hi,AB,CA_AC,1.8,1.2,313,
3B,hi,AB,CA_AC,1.8,1.5,290,
3B,hi,AB,CA_AC,1.8,1.8,265,
3B,hi,AB,CA_AC,2.1,0.3,309,
3B,hi,AB,CA_AC,2.1,0.6,329,
3B,hi,AB,CA_AC,2.1,1.2,308,
3B,hi,AB,CA_AC,2.1,0.8999999999999999,323,
3B,hi,AB,CA_AC,2.1,1.8,262,
3B,hi,AB,CA_AC,2.1,1.5,288,
3B,hi,AB,CA_AC,2.4,0.3,299,
3B,hi,AB,CA_AC,2.4,0.6,318,
3B,hi,AB,CA_AC,2.4,0.8999999999999999,315,
3B,hi,AB,CA_AC,2.4,1.2,303,
3B,hi,AB,CA_AC,2.4,1.5,283,
3B,hi,AB,CA_AC,2.4,1.8,260,
3B,hi,AB,CA_AC,2.7,0.3,279,
3B,hi,AB,CA_AC,2.7,0.6,299,
3B,hi,AB,CA_AC,2.7,0.8999999999999999,301,
3B,hi,AB,CA_AC,2.7,1.2,294,
3B,hi,AB,CA_AC,2.7,1.5,276,
3B,hi,AB,CA_AC,2.7,1.8,256,
3B,hi,AB,CA_AC,3.0,0.3,260,
3B,hi,AB,CA_AC,3.0,0.6,282,
3B,hi,AB,CA_AC,3.0,0.8999999999999999,286,
3B,hi,AB,CA_AC,3.0,1.2,284,
3B,hi,AB,CA_AC,3.0,1.5,264,
3B,hi,AB,CA_AC,3.0,1.8,250,
3B,hi,AB,CA_AC,0.7,0.3999999999999999,346,
3B,hi,AB,CA_AC,0.7,0.5,349,
3B,hi,AB,CA_AC,0.7,0.6000000000000001,348,
3B,hi,AB,CA_AC,0.7,0.7000000000000001,338,
3B,hi,AB,CA_AC,0.7,0.8,334,
3B,hi,AB,CA_AC,0.7999999999999999,0.3999999999999999,347,
3B,hi,AB,CA_AC,0.7999999999999999,0.5,350,
3B,hi,AB,CA_AC,0.7999999999999999,0.6000000000000001,348,
3B,hi,AB,CA_AC,0.7999999999999999,0.7000000000000001,342,
3B,hi,AB,CA_AC,0.7999999999999999,0.8,335,
3B,hi,AB,CA_AC,0.8999999999999999,0.3999999999999999,345,
3B,hi,AB,CA_AC,0.8999999999999999,0.5,349,
3B,hi,AB,CA_AC,0.8999999999999999,0.7000000000000001,346,
3B,hi,AB,CA_AC,0.8999999999999999,0.8,337,
3B,hi,AB,CA_AC,1.0,0.3999999999999999,346,
3B,hi,AB,CA_AC,1.0,0.5,349,
3B,hi,AB,CA_AC,1.0,0.6000000000000001,347,
3B,hi,AB,CA_AC,1.0,0.7000000000000001,346,
3B,hi,AB,CA_AC,1.0,0.8,337,
3B,hi,AB,CA_AC,1.1,0.3999999999999999,346,
3B,hi,AB,CA_AC,1.1,0.5,348,
3B,hi,AB,CA_AC,1.1,0.6000000000000001,350,
3B,hi,AB,CA_AC,1.1,0.7000000000000001,346,
3B,hi,AB,CA_AC,1.1,0.8,339,
3B,hi,BC,CA_AC,0.3,0.6,304,
3B,hi,BC,CA_AC,0.3,0.3,369,
3B,hi,BC,CA_AC,0.3,0.8999999999999999,172,
3B,hi,BC,CA_AC,0.3,1.2,68,
3B,hi,BC,CA_AC,0.3,1.5,35,
3B,hi,BC,CA_AC,0.3,1.8,16,
3B,hi,BC,CA_AC,0.6,0.3,396,
3B,hi,BC,CA_AC,0.6,0.6,399,
3B,hi,BC,CA_AC,0.6,0.8999999999999999,368,
3B,hi,BC,CA_AC,0.6,1.2,290,
3B,hi,BC,CA_AC,0.6,1.5,145,
3B,hi,BC,CA_AC,0.6,1.8,53,
3B,hi,BC,CA_AC,0.8999999999999999,0.3,399,
3B,hi,BC,CA_AC,0.8999999999999999,0.6,399,
3B,hi,BC,CA_AC,0.8999999999999999,0.8999999999999999,398,
3B,hi,BC,CA_AC,0.8999999999999999,1.2,383,
3B,hi,BC,CA_AC,0.8999999999999999,1.5,301,
3B,hi,BC,CA_AC,0.8999999999999999,1.8,184,
3B,hi,BC,CA_AC,1.2,0.3,399,
3B,hi,BC,CA_AC,1.2,0.6,400,397.0
3B,hi,BC,CA_AC,1.2,0.8999999999999999,398,
3B,hi,BC,CA_AC,1.2,1.2,384,
3B,hi,BC,CA_AC,1.2,1.5,352,
3B,hi,BC,CA_AC,1.2,1.8,279,
3B,hi,BC,CA_AC,1.5,0.3,398,
3B,hi,BC,CA_AC,1.5,0.6,400,
3B,hi,BC,CA_AC,1.5,0.8999999999999999,398,
3B,hi,BC,CA_AC,1.5,1.2,385,
3B,hi,BC,CA_AC,1.5,1.5,359,
3B,hi,BC,CA_AC,1.5,1.8,285,
3B,hi,BC,CA_AC,1.8,0.3,397,
3B,hi,BC,CA_AC,1.8,0.6,399,
3B,hi,BC,CA_AC,1.8,0.8999999999999999,397,
3B,hi,BC,CA_AC,1.8,1.2,386,
3B,hi,BC,CA_AC,1.8,1.5,359,
3B,hi,BC,CA_AC,1.8,1.8,286,
3B,hi,BC,CA_AC,2.1,0.3,397,
3B,hi,BC,CA_AC,2.1,0.6,399,
3B,hi,BC,CA_AC,2.1,0.8999999999999999,397,
3B,hi,BC,CA_AC,2.1,1.2,387,
3B,hi,BC,CA_AC,2.1,1.5,357,
3B,hi,BC,CA_AC,2.1,1.8,296,
3B,hi,BC,CA_AC,2.4,0.3,396,
3B,hi,BC,CA_AC,2.4,0.6,399,
3B,hi,BC,CA_AC,2.4,0.8999999999999999,396,
3B,hi,BC,CA_AC,2.4,1.2,384,
3B,hi,BC,CA_AC,2.4,1.5,354,
3B,hi,BC,CA_AC,2.4,1.8,303,
3B,hi,BC,CA_AC,2.7,0.3,395,
3B,hi,BC,CA_AC,2.7,0.6,398,
3B,hi,BC,CA_AC,2.7,0.8999999999999999,396,
3B,hi,BC,CA_AC,2.7,1.2,386,
3B,hi,BC,CA_AC,2.7,1.5,352,
3B,hi,BC,CA_AC,2.7,1.8,303,
3B,hi,BC,CA_AC,3.0,0.3,392,
3B,hi,BC,CA_AC,3.0,0.6,396,
3B,hi,BC,CA_AC,3.0,0.8999999999999999,393,
3B,hi,BC,CA_AC,3.0,1.2,386,
3B,hi,BC,CA_AC,3.0,1.5,354,
3B,hi,BC,CA_AC,3.0,1.8,304,
3B,hi,BC,CA_AC,1.0,0.3999999999999999,400,
3B,hi,BC,CA_AC,1.0,0.5,400,
3B,hi,BC,CA_AC,1.0,0.6000000000000001,400,
3B,hi,BC,CA_AC,1.0,0.7000000000000001,399,
3B,hi,BC,CA_AC,1.0,0.8,399,
3B,hi,BC,CA_AC,1.1,0.3999999999999999,400,
3B,hi,BC,CA_AC,1.1,0.5,400,
3B,hi,BC,CA_AC,1.1,0.6000000000000001,400,
3B,hi,BC,CA_AC,1.1,0.7000000000000001,400,
3B,hi,BC,CA_AC,1.1,0.8,399,
3B,hi,BC,CA_AC,1.2000000000000002,0.5,400,
3B,hi,BC,CA_AC,1.2000000000000002,0.3999999999999999,400,
3B,hi,BC,CA_AC,1.2000000000000002,0.8,400,
3B,hi,BC,CA_AC,1.2000000000000002,0.7000000000000001,400,
3B,hi,BC,CA_AC,1.3000000000000005,0.3999999999999999,399,
3B,hi,BC,CA_AC,1.3000000000000005,0.5,400,
3B,hi,BC,CA_AC,1.3000000000000005,0.6000000000000001,400,
3B,hi,BC,CA_AC,1.3000000000000005,0.7000000000000001,400,
3B,hi,BC,CA_AC,1.3000000000000005,0.8,400,
3B,hi,BC,CA_AC,1.4000000000000004,0.3999999999999999,399,
3B,hi,BC,CA_AC,1.4000000000000004,0.5,400,
3B,hi,BC,CA_AC,1.4000000000000004,0.6000000000000001,400,
3B,hi,BC,CA_AC,1.4000000000000004,0.7000000000000001,400,
3B,hi,BC,CA_AC,1.4000000000000004,0.8,400,
3B,hi,BC,AB_BA,0.3,0.6,322,
3B,hi,BC,AB_BA,0.3,0.3,376,
3B,hi,BC,AB_BA,0.3,0.8999999999999999,192,
3B,hi,BC,AB_BA,0.3,1.2,46,
3B,hi,BC,AB_BA,0.3,1.5,14,
3B,hi,BC,AB_BA,0.3,1.8,9,
3B,hi,BC,AB_BA,0.6,0.3,395,
3B,hi,BC,AB_BA,0.6,0.6,359,
3B,hi,BC,AB_BA,0.6,0.8999999999999999,358,
3B,hi,BC,AB_BA,0.6,1.2,276,
3B,hi,BC,AB_BA,0.6,1.5,92,
3B,hi,BC,AB_BA,0.6,1.8,53,
3B,hi,BC,AB_BA,0.8999999999999999,0.3,397,
3B,hi,BC,AB_BA,0.8999999999999999,0.6,397,
3B,hi,BC,AB_BA,0.8999999999999999,0.8999999999999999,397,
3B,hi,BC,AB_BA,0.8999999999999999,1.2,387,
3B,hi,BC,AB_BA,0.8999999999999999,1.5,336,
3B,hi,BC,AB_BA,0.8999999999999999,1.8,192,
3B,hi,BC,AB_BA,1.2,0.3,398,
3B,hi,BC,AB_BA,1.2,0.6,398,
3B,hi,BC,AB_BA,1.2,0.8999999999999999,398,
3B,hi,BC,AB_BA,1.2,1.2,397,
3B,hi,BC,AB_BA,1.2,1.5,389,
3B,hi,BC,AB_BA,1.2,1.8,334,
3B,hi,BC,AB_BA,1.5,0.3,397,
3B,hi,BC,AB_BA,1.5,0.6,398,
3B,hi,BC,AB_BA,1.5,0.8999999999999999,398,
3B,hi,BC,AB_BA,1.5,1.2,396,
3B,hi,BC,AB_BA,1.5,1.5,391,
3B,hi,BC,AB_BA,1.5,1.8,376,
3B,hi,BC,AB_BA,1.8,0.3,390,
3B,hi,BC,AB_BA,1.8,0.6,398,
3B,hi,BC,AB_BA,1.8,0.8999999999999999,397,
3B,hi,BC,AB_BA,1.8,1.2,395,
3B,hi,BC,AB_BA,1.8,1.5,392,
3B,hi,BC,AB_BA,1.8,1.8,382,
3B,hi,BC,AB_BA,2.1,0.3,377,
3B,hi,BC,AB_BA,2.1,0.6,394,
3B,hi,BC,AB_BA,2.1,0.8999999999999999,394,
3B,hi,BC,AB_BA,2.1,1.2,394,
3B,hi,BC,AB_BA,2.1,1.5,389,
3B,hi,BC,AB_BA,2.1,1.8,377,
3B,hi,BC,AB_BA,2.4,0.3,337,
3B,hi,BC,AB_BA,2.4,0.6,384,
3B,hi,BC,AB_BA,2.4,0.8999999999999999,383,
3B,hi,BC,AB_BA,2.4,1.2,386,
3B,hi,BC,AB_BA,2.4,1.5,389,
3B,hi,BC,AB_BA,2.4,1.8,372,
3B,hi,BC,AB_BA,2.7,0.3,292,
3B,hi,BC,AB_BA,2.7,0.6,350,
3B,hi,BC,AB_BA,2.7,0.8999999999999999,360,
3B,hi,BC,AB_BA,2.7,1.2,367,
3B,hi,BC,AB_BA,2.7,1.5,376,
3B,hi,BC,AB_BA,2.7,1.8,366,
3B,hi,BC,AB_BA,3.0,0.3,269,
3B,hi,BC,AB_BA,3.0,0.6,313,
3B,hi,BC,AB_BA,3.0,0.8999999999999999,331,
3B,hi,BC,AB_BA,3.0,1.2,331,
3B,hi,BC,AB_BA,3.0,1.5,348,
3B,hi,BC,AB_BA,3.0,1.8,353,
3B,hi,BC,AB_BA,1.0,0.0999999999999999,365,
3B,hi,BC,AB_BA,1.0,0.1999999999999999,391,
3B,hi,BC,AB_BA,1.0,0.4,398,
3B,hi,BC,AB_BA,1.0,0.3,397,
3B,hi,BC,AB_BA,1.1,0.0999999999999999,364,
3B,hi,BC,AB_BA,1.0,0.5,398,
3B,hi,BC,AB_BA,1.1,0.1999999999999999,392,
3B,hi,BC,AB_BA,1.1,0.3,397,
3B,hi,BC,AB_BA,1.1,0.4,398,
3B,hi,BC,AB_BA,1.1,0.5,398,
3B,hi,BC,AB_BA,1.2000000000000002,0.0999999999999999,360,
3B,hi,BC,AB_BA,1.2000000000000002,0.1999999999999999,392,
3B,hi,BC,AB_BA,1.2000000000000002,0.4,398,
3B,hi,BC,AB_BA,1.2000000000000002,0.5,399,391.0
3B,hi,BC,AB_BA,1.3000000000000005,0.0999999999999999,355,
3B,hi,BC,AB_BA,1.3000000000000005,0.1999999999999999,391,
3B,hi,BC,AB_BA,1.3000000000000005,0.3,397,
3B,hi,BC,AB_BA,1.3000000000000005,0.4,398,
3B,hi,BC,AB_BA,1.3000000000000005,0.5,399,
3B,hi,BC,AB_BA,1.4000000000000004,0.0999999999999999,348,
3B,hi,BC,AB_BA,1.4000000000000004,0.1999999999999999,388,
3B,hi,BC,AB_BA,1.4000000000000004,0.3,397,
3B,hi,BC,AB_BA,1.4000000000000004,0.4,398,
3B,hi,BC,AB_BA,1.4000000000000004,0.5,399,
3B,hi,CA,AB_BA,0.3,0.6,373,
3B,hi,CA,AB_BA,0.3,0.3,371,
3B,hi,CA,AB_BA,0.3,0.8999999999999999,198,
3B,hi,CA,AB_BA,0.3,1.2,2,
3B,hi,CA,AB_BA,0.3,1.5,1,
3B,hi,CA,AB_BA,0.3,1.8,0,
3B,hi,CA,AB_BA,0.6,0.3,359,
3B,hi,CA,AB_BA,0.6,0.6,374,
3B,hi,CA,AB_BA,0.6,0.8999999999999999,370,
3B,hi,CA,AB_BA,0.6,1.2,314,
3B,hi,CA,AB_BA,0.6,1.5,25,
3B,hi,CA,AB_BA,0.6,1.8,0,
3B,hi,CA,AB_BA,0.8999999999999999,0.3,340,
3B,hi,CA,AB_BA,0.8999999999999999,0.6,361,
3B,hi,CA,AB_BA,0.8999999999999999,0.8999999999999999,367,
3B,hi,CA,AB_BA,0.8999999999999999,1.2,355,
3B,hi,CA,AB_BA,0.8999999999999999,1.5,323,
3B,hi,CA,AB_BA,0.8999999999999999,1.8,42,
3B,hi,CA,AB_BA,1.2,0.3,306,
3B,hi,CA,AB_BA,1.2,0.6,349,
3B,hi,CA,AB_BA,1.2,0.8999999999999999,358,
3B,hi,CA,AB_BA,1.2,1.2,357,
3B,hi,CA,AB_BA,1.2,1.5,344,
3B,hi,CA,AB_BA,1.2,1.8,315,
3B,hi,CA,AB_BA,1.5,0.3,281,
3B,hi,CA,AB_BA,1.5,0.6,335,
3B,hi,CA,AB_BA,1.5,0.8999999999999999,342,
3B,hi,CA,AB_BA,1.5,1.2,351,
3B,hi,CA,AB_BA,1.5,1.5,344,
3B,hi,CA,AB_BA,1.5,1.8,336,
3B,hi,CA,AB_BA,1.8,0.3,240,
3B,hi,CA,AB_BA,1.8,0.6,323,
3B,hi,CA,AB_BA,1.8,0.8999999999999999,334,
3B,hi,CA,AB_BA,1.8,1.2,339,
3B,hi,CA,AB_BA,1.8,1.5,341,
3B,hi,CA,AB_BA,1.8,1.8,335,
3B,hi,CA,AB_BA,2.1,0.3,199,
3B,hi,CA,AB_BA,2.1,0.6,306,
3B,hi,CA,AB_BA,2.1,0.8999999999999999,329,
3B,hi,CA,AB_BA,2.1,1.2,330,
3B,hi,CA,AB_BA,2.1,1.5,334,
3B,hi,CA,AB_BA,2.1,1.8,336,
3B,hi,CA,AB_BA,2.4,0.3,168,
3B,hi,CA,AB_BA,2.4,0.6,284,
3B,hi,CA,AB_BA,2.4,0.8999999999999999,319,
3B,hi,CA,AB_BA,2.4,1.2,327,
3B,hi,CA,AB_BA,2.4,1.5,332,
3B,hi,CA,AB_BA,2.4,1.8,329,
3B,hi,CA,AB_BA,2.7,0.3,155,
3B,hi,CA,AB_BA,2.7,0.6,250,
3B,hi,CA,AB_BA,2.7,0.8999999999999999,309,
3B,hi,CA,AB_BA,2.7,1.2,320,
3B,hi,CA,AB_BA,2.7,1.5,325,
3B,hi,CA,AB_BA,2.7,1.8,319,
3B,hi,CA,AB_BA,3.0,0.3,136,
3B,hi,CA,AB_BA,3.0,0.6,222,
3B,hi,CA,AB_BA,3.0,0.8999999999999999,279,
3B,hi,CA,AB_BA,3.0,1.2,309,
3B,hi,CA,AB_BA,3.0,1.5,317,
3B,hi,CA,AB_BA,3.0,1.8,307,
3B,hi,CA,AB_BA,0.3999999999999999,0.3999999999999999,379,373.0
3B,hi,CA,AB_BA,0.3999999999999999,0.5,377,
3B,hi,CA,AB_BA,0.3999999999999999,0.6000000000000001,378,
3B,hi,CA,AB_BA,0.3999999999999999,0.7000000000000001,373,
3B,hi,CA,AB_BA,0.3999999999999999,0.8,362,
3B,hi,CA,AB_BA,0.5,0.3999999999999999,370,
3B,hi,CA,AB_BA,0.5,0.5,375,
3B,hi,CA,AB_BA,0.5,0.6000000000000001,378,
3B,hi,CA,AB_BA,0.5,0.7000000000000001,376,
3B,hi,CA,AB_BA,0.5,0.8,373,
3B,hi,CA,AB_BA,0.6000000000000001,0.3999999999999999,367,
3B,hi,CA,AB_BA,0.6000000000000001,0.5,369,
3B,hi,CA,AB_BA,0.6000000000000001,0.7000000000000001,377,
3B,hi,CA,AB_BA,0.6000000000000001,0.8,372,
3B,hi,CA,AB_BA,0.7000000000000001,0.3999999999999999,362,
3B,hi,CA,AB_BA,0.7000000000000001,0.5,365,
3B,hi,CA,AB_BA,0.7000000000000001,0.6000000000000001,368,
3B,hi,CA,AB_BA,0.7000000000000001,0.7000000000000001,371,
3B,hi,CA,AB_BA,0.7000000000000001,0.8,371,
3B,hi,CA,AB_BA,0.8,0.3999999999999999,357,
3B,hi,CA,AB_BA,0.8,0.5,363,
3B,hi,CA,AB_BA,0.8,0.6000000000000001,366,
3B,hi,CA,AB_BA,0.8,0.7000000000000001,369,
3B,hi,CA,AB_BA,0.8,0.8,371,
3B,hi,CA,BC_CB,0.3,0.6,331,
3B,hi,CA,BC_CB,0.3,0.3,388,
3B,hi,CA,BC_CB,0.3,0.8999999999999999,93,
3B,hi,CA,BC_CB,0.3,1.2,5,
3B,hi,CA,BC_CB,0.3,1.8,0,
3B,hi,CA,BC_CB,0.3,1.5,0,
3B,hi,CA,BC_CB,0.6,0.3,389,
3B,hi,CA,BC_CB,0.6,0.6,388,
3B,hi,CA,BC_CB,0.6,0.8999999999999999,358,
3B,hi,CA,BC_CB,0.6,1.2,245,
3B,hi,CA,BC_CB,0.6,1.8,0,
3B,hi,CA,BC_CB,0.6,1.5,36,
3B,hi,CA,BC_CB,0.8999999999999999,0.6,390,
3B,hi,CA,BC_CB,0.8999999999999999,0.3,390,
3B,hi,CA,BC_CB,0.8999999999999999,0.8999999999999999,384,
3B,hi,CA,BC_CB,0.8999999999999999,1.2,362,
3B,hi,CA,BC_CB,0.8999999999999999,1.8,40,
3B,hi,CA,BC_CB,0.8999999999999999,1.5,311,
3B,hi,CA,BC_CB,1.2,0.3,392,
3B,hi,CA,BC_CB,1.2,0.6,391,
3B,hi,CA,BC_CB,1.2,0.8999999999999999,388,
3B,hi,CA,BC_CB,1.2,1.2,384,
3B,hi,CA,BC_CB,1.2,1.5,352,
3B,hi,CA,BC_CB,1.2,1.8,254,
3B,hi,CA,BC_CB,1.5,0.3,394,
3B,hi,CA,BC_CB,1.5,0.6,393,
3B,hi,CA,BC_CB,1.5,0.8999999999999999,388,
3B,hi,CA,BC_CB,1.5,1.2,383,
3B,hi,CA,BC_CB,1.5,1.5,369,
3B,hi,CA,BC_CB,1.5,1.8,351,
3B,hi,CA,BC_CB,1.8,0.3,395,396.0
3B,hi,CA,BC_CB,1.8,0.6,392,
3B,hi,CA,BC_CB,1.8,0.8999999999999999,386,
3B,hi,CA,BC_CB,1.8,1.2,385,
3B,hi,CA,BC_CB,1.8,1.5,371,
3B,hi,CA,BC_CB,1.8,1.8,355,
3B,hi,CA,BC_CB,2.1,0.3,394,
3B,hi,CA,BC_CB,2.1,0.6,392,
3B,hi,CA,BC_CB,2.1,0.8999999999999999,389,
3B,hi,CA,BC_CB,2.1,1.2,385,
3B,hi,CA,BC_CB,2.1,1.5,375,
3B,hi,CA,BC_CB,2.1,1.8,354,
3B,hi,CA,BC_CB,2.4,0.3,393,
3B,hi,CA,BC_CB,2.4,0.6,392,
3B,hi,CA,BC_CB,2.4,0.8999999999999999,389,
3B,hi,CA,BC_CB,2.4,1.2,385,
3B,hi,CA,BC_CB,2.4,1.5,377,
3B,hi,CA,BC_CB,2.4,1.8,362,
3B,hi,CA,BC_CB,2.7,0.3,390,
3B,hi,CA,BC_CB,2.7,0.6,391,
3B,hi,CA,BC_CB,2.7,0.8999999999999999,390,
3B,hi,CA,BC_CB,2.7,1.2,385,
3B,hi,CA,BC_CB,2.7,1.5,379,
3B,hi,CA,BC_CB,2.7,1.8,366,
3B,hi,CA,BC_CB,3.0,0.3,389,
3B,hi,CA,BC_CB,3.0,0.6,392,
3B,hi,CA,BC_CB,3.0,0.8999999999999999,389,
3B,hi,CA,BC_CB,3.0,1.2,385,
3B,hi,CA,BC_CB,3.0,1.5,379,
3B,hi,CA,BC_CB,3.0,1.8,367,
3B,hi,CA,BC_CB,1.6,0.0999999999999999,389,
3B,hi,CA,BC_CB,1.6,0.1999999999999999,394,
3B,hi,CA,BC_CB,1.6,0.3,395,
3B,hi,CA,BC_CB,1.6,0.4,393,
3B,hi,CA,BC_CB,1.6,0.5,392,
3B,hi,CA,BC_CB,1.7000000000000002,0.0999999999999999,387,
3B,hi,CA,BC_CB,1.7000000000000002,0.1999999999999999,395,
3B,hi,CA,BC_CB,1.7000000000000002,0.3,395,
3B,hi,CA,BC_CB,1.7000000000000002,0.4,393,
3B,hi,CA,BC_CB,1.7000000000000002,0.5,393,
3B,hi,CA,BC_CB,1.8000000000000005,0.0999999999999999,386,
