size,lang,task,instruction_models,gamma_instr,gamma_pref,dev_accuracy,test_accuracy
1B,ar,CA,AB_BA,2.7,0.6,235,
1B,ar,CA,AB_BA,2.7,0.8999999999999999,237,
1B,ar,CA,AB_BA,2.7,1.2,226,
1B,ar,CA,AB_BA,2.7,1.5,225,
1B,ar,CA,AB_BA,2.7,1.8,214,
1B,ar,CA,AB_BA,3.0,0.3,225,
1B,ar,CA,AB_BA,3.0,0.6,239,
1B,ar,CA,AB_BA,3.0,0.8999999999999999,228,
1B,ar,CA,AB_BA,3.0,1.2,227,
1B,ar,CA,AB_BA,3.0,1.5,219,
1B,ar,CA,AB_BA,3.0,1.8,215,
1B,ar,CA,AB_BA,0.3999999999999999,0.3999999999999999,325,
1B,ar,CA,AB_BA,0.3999999999999999,0.5,329,327.0
1B,ar,CA,AB_BA,0.3999999999999999,0.6000000000000001,325,
1B,ar,CA,AB_BA,0.3999999999999999,0.7000000000000001,319,
1B,ar,CA,AB_BA,0.3999999999999999,0.8,284,
1B,ar,CA,AB_BA,0.5,0.3999999999999999,325,
1B,ar,CA,AB_BA,0.5,0.5,329,
1B,ar,CA,AB_BA,0.5,0.6000000000000001,328,
1B,ar,CA,AB_BA,0.5,0.7000000000000001,320,
1B,ar,CA,AB_BA,0.5,0.8,308,
1B,ar,CA,AB_BA,0.6000000000000001,0.3999999999999999,316,
1B,ar,CA,AB_BA,0.6000000000000001,0.5,322,
1B,ar,CA,AB_BA,0.6000000000000001,0.6000000000000001,322,
1B,ar,CA,AB_BA,0.6000000000000001,0.7000000000000001,321,
1B,ar,CA,AB_BA,0.6000000000000001,0.8,319,
1B,ar,CA,AB_BA,0.7000000000000001,0.3999999999999999,296,
1B,ar,CA,AB_BA,0.7000000000000001,0.5,309,
1B,ar,CA,AB_BA,0.7000000000000001,0.6000000000000001,313,
1B,ar,CA,AB_BA,0.7000000000000001,0.7000000000000001,317,
1B,ar,CA,AB_BA,0.7000000000000001,0.8,315,
1B,ar,CA,AB_BA,0.8,0.3999999999999999,262,
1B,ar,CA,AB_BA,0.8,0.5,292,
1B,ar,CA,AB_BA,0.8,0.6000000000000001,308,
1B,ar,CA,AB_BA,0.8,0.7000000000000001,305,
1B,ar,CA,AB_BA,0.8,0.8,300,
1B,ar,CA,BC_CB,0.3,0.3,279,
1B,ar,CA,BC_CB,0.3,0.6,211,
1B,ar,CA,BC_CB,0.3,0.8999999999999999,107,
1B,ar,CA,BC_CB,0.3,1.2,35,
1B,ar,CA,BC_CB,0.3,1.5,18,
1B,ar,CA,BC_CB,0.3,1.8,13,
1B,ar,CA,BC_CB,0.6,0.3,270,
1B,ar,CA,BC_CB,0.6,0.6,231,
1B,ar,CA,BC_CB,0.6,0.8999999999999999,197,
1B,ar,CA,BC_CB,0.6,1.2,120,
1B,ar,CA,BC_CB,0.6,1.5,75,
1B,ar,CA,BC_CB,0.6,1.8,50,
1B,ar,CA,BC_CB,0.8999999999999999,0.3,272,
1B,ar,CA,BC_CB,0.8999999999999999,0.6,236,
1B,ar,CA,BC_CB,0.8999999999999999,0.8999999999999999,214,
1B,ar,CA,BC_CB,0.8999999999999999,1.2,187,
1B,ar,CA,BC_CB,0.8999999999999999,1.5,107,
1B,ar,CA,BC_CB,0.8999999999999999,1.8,85,
1B,ar,CA,BC_CB,1.2,0.3,303,
1B,ar,CA,BC_CB,1.2,0.6,246,
1B,ar,CA,BC_CB,1.2,0.8999999999999999,214,
1B,ar,CA,BC_CB,1.2,1.2,208,
1B,ar,CA,BC_CB,1.2,1.5,205,
1B,ar,CA,BC_CB,1.2,1.8,121,
1B,ar,CA,BC_CB,1.5,0.3,320,
1B,ar,CA,BC_CB,1.5,0.6,254,
1B,ar,CA,BC_CB,1.5,0.8999999999999999,218,
1B,ar,CA,BC_CB,1.5,1.2,209,
1B,ar,CA,BC_CB,1.5,1.5,205,
1B,ar,CA,BC_CB,1.5,1.8,202,
1B,ar,CA,BC_CB,1.8,0.3,331,
1B,ar,CA,BC_CB,1.8,0.6,260,
1B,ar,CA,BC_CB,1.8,0.8999999999999999,217,
1B,ar,CA,BC_CB,1.8,1.2,206,
1B,ar,CA,BC_CB,1.8,1.5,205,
1B,ar,CA,BC_CB,1.8,1.8,205,
1B,ar,CA,BC_CB,2.1,0.3,334,
1B,ar,CA,BC_CB,2.1,0.6,259,
1B,ar,CA,BC_CB,2.1,0.8999999999999999,216,
1B,ar,CA,BC_CB,2.1,1.2,206,
1B,ar,CA,BC_CB,2.1,1.5,205,
1B,ar,CA,BC_CB,2.1,1.8,205,
1B,ar,CA,BC_CB,2.4,0.3,319,
1B,ar,CA,BC_CB,2.4,0.6,256,
1B,ar,CA,BC_CB,2.4,0.8999999999999999,214,
1B,ar,CA,BC_CB,2.4,1.2,205,
1B,ar,CA,BC_CB,2.4,1.5,205,
1B,ar,CA,BC_CB,2.4,1.8,205,
1B,ar,CA,BC_CB,2.7,0.3,288,
1B,ar,CA,BC_CB,2.7,0.6,245,
1B,ar,CA,BC_CB,2.7,0.8999999999999999,214,
1B,ar,CA,BC_CB,2.7,1.2,205,
1B,ar,CA,BC_CB,2.7,1.5,205,
1B,ar,CA,BC_CB,2.7,1.8,205,
1B,ar,CA,BC_CB,3.0,0.3,255,
1B,ar,CA,BC_CB,3.0,0.6,227,
1B,ar,CA,BC_CB,3.0,0.8999999999999999,208,
1B,ar,CA,BC_CB,3.0,1.2,205,
1B,ar,CA,BC_CB,3.0,1.5,205,
1B,ar,CA,BC_CB,3.0,1.8,205,
1B,ar,CA,BC_CB,1.9,0.0999999999999999,342,
1B,ar,CA,BC_CB,1.9,0.1999999999999999,344,
1B,ar,CA,BC_CB,1.9,0.3,331,
1B,ar,CA,BC_CB,1.9,0.4,316,
1B,ar,CA,BC_CB,1.9,0.5,286,
1B,ar,CA,BC_CB,2.0,0.0999999999999999,351,
1B,ar,CA,BC_CB,2.0,0.1999999999999999,348,
1B,ar,CA,BC_CB,2.0,0.3,334,
1B,ar,CA,BC_CB,2.0,0.4,314,
1B,ar,CA,BC_CB,2.0,0.5,286,
1B,ar,CA,BC_CB,2.1,0.0999999999999999,354,
1B,ar,CA,BC_CB,2.1,0.1999999999999999,350,
1B,ar,CA,BC_CB,2.1,0.3,334,
1B,ar,CA,BC_CB,2.1,0.4,310,
1B,ar,CA,BC_CB,2.1,0.5,283,
1B,ar,CA,BC_CB,2.2,0.0999999999999999,358,356.0
1B,ar,CA,BC_CB,2.2,0.1999999999999999,352,
1B,ar,CA,BC_CB,2.2,0.3,332,
1B,ar,CA,BC_CB,2.2,0.4,307,
1B,ar,CA,BC_CB,2.2,0.5,282,
1B,ar,CA,BC_CB,2.3,0.0999999999999999,356,
1B,ar,CA,BC_CB,2.3,0.1999999999999999,346,
1B,ar,CA,BC_CB,2.3,0.3,328,
1B,ar,CA,BC_CB,2.3,0.4,305,
1B,ar,CA,BC_CB,2.3,0.5,282,
1B,es,AB,BC_CB,0.3,0.3,330,
1B,es,AB,BC_CB,0.3,0.6,333,
1B,es,AB,BC_CB,0.3,0.8999999999999999,15,
1B,es,AB,BC_CB,0.3,1.2,0,
1B,es,AB,BC_CB,0.3,1.5,0,
1B,es,AB,BC_CB,0.3,1.8,2,
1B,es,AB,BC_CB,0.6,0.3,344,
1B,es,AB,BC_CB,0.6,0.6,342,
1B,es,AB,BC_CB,0.6,0.8999999999999999,338,
1B,es,AB,BC_CB,0.6,1.2,170,
1B,es,AB,BC_CB,0.6,1.5,68,
1B,es,AB,BC_CB,0.6,1.8,37,
1B,es,AB,BC_CB,0.8999999999999999,0.3,325,
1B,es,AB,BC_CB,0.8999999999999999,0.6,299,
1B,es,AB,BC_CB,0.8999999999999999,0.8999999999999999,298,
1B,es,AB,BC_CB,0.8999999999999999,1.2,298,
1B,es,AB,BC_CB,0.8999999999999999,1.5,231,
1B,es,AB,BC_CB,0.8999999999999999,1.8,84,
1B,es,AB,BC_CB,1.2,0.3,288,
1B,es,AB,BC_CB,1.2,0.6,259,
1B,es,AB,BC_CB,1.2,0.8999999999999999,256,
1B,es,AB,BC_CB,1.2,1.2,265,
1B,es,AB,BC_CB,1.2,1.5,240,
1B,es,AB,BC_CB,1.2,1.8,117,
1B,es,AB,BC_CB,1.5,0.3,276,
1B,es,AB,BC_CB,1.5,0.6,252,
1B,es,AB,BC_CB,1.5,0.8999999999999999,252,
1B,es,AB,BC_CB,1.5,1.2,242,
1B,es,AB,BC_CB,1.5,1.5,226,
1B,es,AB,BC_CB,1.5,1.8,213,
1B,es,AB,BC_CB,1.8,0.3,265,
1B,es,AB,BC_CB,1.8,0.6,244,
1B,es,AB,BC_CB,1.8,0.8999999999999999,241,
1B,es,AB,BC_CB,1.8,1.2,229,
1B,es,AB,BC_CB,1.8,1.5,223,
1B,es,AB,BC_CB,1.8,1.8,217,
1B,es,AB,BC_CB,2.1,0.3,263,
1B,es,AB,BC_CB,2.1,0.6,243,
1B,es,AB,BC_CB,2.1,0.8999999999999999,241,
1B,es,AB,BC_CB,2.1,1.2,225,
1B,es,AB,BC_CB,2.1,1.5,222,
1B,es,AB,BC_CB,2.1,1.8,221,
1B,es,AB,BC_CB,2.4,0.3,236,
1B,es,AB,BC_CB,2.4,0.6,251,
1B,es,AB,BC_CB,2.4,0.8999999999999999,242,
1B,es,AB,BC_CB,2.4,1.2,234,
1B,es,AB,BC_CB,2.4,1.5,229,
1B,es,AB,BC_CB,2.4,1.8,222,
1B,es,AB,BC_CB,2.7,0.3,222,
1B,es,AB,BC_CB,2.7,0.6,246,
1B,es,AB,BC_CB,2.7,0.8999999999999999,241,
1B,es,AB,BC_CB,2.7,1.2,229,
1B,es,AB,BC_CB,2.7,1.5,215,
1B,es,AB,BC_CB,2.7,1.8,212,
1B,es,AB,BC_CB,3.0,0.3,212,
1B,es,AB,BC_CB,3.0,0.6,213,
1B,es,AB,BC_CB,3.0,0.8999999999999999,226,
1B,es,AB,BC_CB,3.0,1.2,230,
1B,es,AB,BC_CB,3.0,1.5,210,
1B,es,AB,BC_CB,3.0,1.8,199,
1B,es,AB,BC_CB,0.3999999999999999,0.0999999999999999,278,
1B,es,AB,BC_CB,0.3999999999999999,0.1999999999999999,324,
1B,es,AB,BC_CB,0.3999999999999999,0.3,344,
1B,es,AB,BC_CB,0.3999999999999999,0.4,338,
1B,es,AB,BC_CB,0.3999999999999999,0.5,344,
1B,es,AB,BC_CB,0.5,0.0999999999999999,257,
1B,es,AB,BC_CB,0.5,0.1999999999999999,321,
1B,es,AB,BC_CB,0.5,0.3,345,
1B,es,AB,BC_CB,0.5,0.4,352,350.0
1B,es,AB,BC_CB,0.5,0.5,352,
1B,es,AB,BC_CB,0.6000000000000001,0.0999999999999999,232,
1B,es,AB,BC_CB,0.6000000000000001,0.1999999999999999,321,
1B,es,AB,BC_CB,0.6000000000000001,0.3,344,
1B,es,AB,BC_CB,0.6000000000000001,0.4,352,
1B,es,AB,BC_CB,0.6000000000000001,0.5,349,
1B,es,AB,BC_CB,0.7000000000000001,0.0999999999999999,231,
1B,es,AB,BC_CB,0.7000000000000001,0.1999999999999999,314,
1B,es,AB,BC_CB,0.7000000000000001,0.3,340,
1B,es,AB,BC_CB,0.7000000000000001,0.4,346,
1B,es,AB,BC_CB,0.7000000000000001,0.5,336,
1B,es,AB,BC_CB,0.8,0.0999999999999999,238,
1B,es,AB,BC_CB,0.8,0.1999999999999999,317,
1B,es,AB,BC_CB,0.8,0.3,333,
1B,es,AB,BC_CB,0.8,0.4,331,
1B,es,AB,BC_CB,0.8,0.5,324,
1B,es,AB,CA_AC,0.3,0.3,265,
1B,es,AB,CA_AC,0.3,0.6,286,
1B,es,AB,CA_AC,0.3,0.8999999999999999,118,
1B,es,AB,CA_AC,0.3,1.2,0,
1B,es,AB,CA_AC,0.3,1.5,0,
1B,es,AB,CA_AC,0.3,1.8,3,
1B,es,AB,CA_AC,0.6,0.3,314,326.0
1B,es,AB,CA_AC,0.6,0.6,297,
1B,es,AB,CA_AC,0.6,0.8999999999999999,275,
1B,es,AB,CA_AC,0.6,1.2,169,
1B,es,AB,CA_AC,0.6,1.5,47,
1B,es,AB,CA_AC,0.6,1.8,27,
1B,es,AB,CA_AC,0.8999999999999999,0.3,284,
1B,es,AB,CA_AC,0.8999999999999999,0.6,290,
1B,es,AB,CA_AC,0.8999999999999999,0.8999999999999999,250,
1B,es,AB,CA_AC,0.8999999999999999,1.2,208,
1B,es,AB,CA_AC,0.8999999999999999,1.5,174,
1B,es,AB,CA_AC,0.8999999999999999,1.8,89,
1B,es,AB,CA_AC,1.2,0.3,273,
1B,es,AB,CA_AC,1.2,0.6,272,
1B,es,AB,CA_AC,1.2,0.8999999999999999,236,
1B,es,AB,CA_AC,1.2,1.2,209,
1B,es,AB,CA_AC,1.2,1.5,206,
1B,es,AB,CA_AC,1.2,1.8,148,
1B,es,AB,CA_AC,1.5,0.3,272,
1B,es,AB,CA_AC,1.5,0.6,268,
1B,es,AB,CA_AC,1.5,0.8999999999999999,241,
1B,es,AB,CA_AC,1.5,1.2,219,
1B,es,AB,CA_AC,1.5,1.5,211,
1B,es,AB,CA_AC,1.5,1.8,206,
1B,es,AB,CA_AC,1.8,0.3,275,
1B,es,AB,CA_AC,1.8,0.6,261,
1B,es,AB,CA_AC,1.8,0.8999999999999999,242,
1B,es,AB,CA_AC,1.8,1.2,223,
1B,es,AB,CA_AC,1.8,1.5,221,
1B,es,AB,CA_AC,1.8,1.8,226,
1B,es,AB,CA_AC,2.1,0.3,266,
1B,es,AB,CA_AC,2.1,0.6,252,
1B,es,AB,CA_AC,2.1,0.8999999999999999,238,
1B,es,AB,CA_AC,2.1,1.2,220,
1B,es,AB,CA_AC,2.1,1.5,220,
1B,es,AB,CA_AC,2.1,1.8,236,
1B,es,AB,CA_AC,2.4,0.3,264,
1B,es,AB,CA_AC,2.4,0.6,259,
1B,es,AB,CA_AC,2.4,0.8999999999999999,230,
1B,es,AB,CA_AC,2.4,1.2,206,
1B,es,AB,CA_AC,2.4,1.5,212,
1B,es,AB,CA_AC,2.4,1.8,218,
1B,es,AB,CA_AC,2.7,0.3,251,
1B,es,AB,CA_AC,2.7,0.6,267,
1B,es,AB,CA_AC,2.7,0.8999999999999999,232,
1B,es,AB,CA_AC,2.7,1.2,212,
1B,es,AB,CA_AC,2.7,1.5,204,
1B,es,AB,CA_AC,2.7,1.8,202,
1B,es,AB,CA_AC,3.0,0.3,248,
1B,es,AB,CA_AC,3.0,0.6,250,
1B,es,AB,CA_AC,3.0,0.8999999999999999,240,
1B,es,AB,CA_AC,3.0,1.2,217,
1B,es,AB,CA_AC,3.0,1.5,199,
1B,es,AB,CA_AC,3.0,1.8,200,
1B,es,AB,CA_AC,0.3999999999999999,0.0999999999999999,283,
1B,es,AB,CA_AC,0.3999999999999999,0.1999999999999999,303,
1B,es,AB,CA_AC,0.3999999999999999,0.3,281,
1B,es,AB,CA_AC,0.3999999999999999,0.4,277,
1B,es,AB,CA_AC,0.3999999999999999,0.5,283,
1B,es,AB,CA_AC,0.5,0.0999999999999999,270,
1B,es,AB,CA_AC,0.5,0.1999999999999999,312,
1B,es,AB,CA_AC,0.5,0.3,311,
1B,es,AB,CA_AC,0.5,0.4,306,
1B,es,AB,CA_AC,0.5,0.5,293,
1B,es,AB,CA_AC,0.6000000000000001,0.0999999999999999,259,
1B,es,AB,CA_AC,0.6000000000000001,0.1999999999999999,294,
1B,es,AB,CA_AC,0.6000000000000001,0.4,309,
1B,es,AB,CA_AC,0.6000000000000001,0.5,306,
1B,es,AB,CA_AC,0.7000000000000001,0.0999999999999999,247,
1B,es,AB,CA_AC,0.7000000000000001,0.1999999999999999,284,
1B,es,AB,CA_AC,0.7000000000000001,0.3,301,
1B,es,AB,CA_AC,0.7000000000000001,0.4,309,
1B,es,AB,CA_AC,0.7000000000000001,0.5,308,
1B,es,AB,CA_AC,0.8,0.0999999999999999,242,
1B,es,AB,CA_AC,0.8,0.1999999999999999,275,
1B,es,AB,CA_AC,0.8,0.3,287,
1B,es,AB,CA_AC,0.8,0.4,294,
1B,es,AB,CA_AC,0.8,0.5,294,
1B,es,BC,CA_AC,0.3,0.3,299,
1B,es,BC,CA_AC,0.3,0.6,263,
1B,es,BC,CA_AC,0.3,0.8999999999999999,206,
1B,es,BC,CA_AC,0.3,1.2,189,
1B,es,BC,CA_AC,0.3,1.5,188,
1B,es,BC,CA_AC,0.3,1.8,161,
1B,es,BC,CA_AC,0.6,0.3,223,
1B,es,BC,CA_AC,0.6,0.6,218,
1B,es,BC,CA_AC,0.6,0.8999999999999999,213,
1B,es,BC,CA_AC,0.6,1.2,198,
1B,es,BC,CA_AC,0.6,1.5,189,
1B,es,BC,CA_AC,0.6,1.8,189,
1B,es,BC,CA_AC,0.8999999999999999,0.3,212,
1B,es,BC,CA_AC,0.8999999999999999,0.6,203,
1B,es,BC,CA_AC,0.8999999999999999,0.8999999999999999,196,
1B,es,BC,CA_AC,0.8999999999999999,1.2,192,
1B,es,BC,CA_AC,0.8999999999999999,1.5,190,
1B,es,BC,CA_AC,0.8999999999999999,1.8,189,
1B,es,BC,CA_AC,1.2,0.3,224,
1B,es,BC,CA_AC,1.2,0.6,195,
1B,es,BC,CA_AC,1.2,0.8999999999999999,190,
1B,es,BC,CA_AC,1.2,1.2,190,
1B,es,BC,CA_AC,1.2,1.5,189,
1B,es,BC,CA_AC,1.2,1.8,189,
1B,es,BC,CA_AC,1.5,0.3,225,
1B,es,BC,CA_AC,1.5,0.6,197,
1B,es,BC,CA_AC,1.5,0.8999999999999999,190,
1B,es,BC,CA_AC,1.5,1.2,189,
1B,es,BC,CA_AC,1.5,1.5,189,
1B,es,BC,CA_AC,1.5,1.8,189,
1B,es,BC,CA_AC,1.8,0.3,203,
1B,es,BC,CA_AC,1.8,0.6,195,
1B,es,BC,CA_AC,1.8,0.8999999999999999,190,
1B,es,BC,CA_AC,1.8,1.2,189,
1B,es,BC,CA_AC,1.8,1.5,189,
1B,es,BC,CA_AC,1.8,1.8,189,
1B,es,BC,CA_AC,2.1,0.3,187,
1B,es,BC,CA_AC,2.1,0.6,197,
1B,es,BC,CA_AC,2.1,0.8999999999999999,189,
1B,es,BC,CA_AC,2.1,1.2,189,
1B,es,BC,CA_AC,2.1,1.5,189,
1B,es,BC,CA_AC,2.1,1.8,189,
1B,es,BC,CA_AC,2.4,0.3,171,
1B,es,BC,CA_AC,2.4,0.6,206,
1B,es,BC,CA_AC,2.4,0.8999999999999999,192,
1B,es,BC,CA_AC,2.4,1.2,189,
1B,es,BC,CA_AC,2.4,1.5,189,
1B,es,BC,CA_AC,2.4,1.8,189,
1B,es,BC,CA_AC,2.7,0.3,195,
1B,es,BC,CA_AC,2.7,0.6,225,
1B,es,BC,CA_AC,2.7,0.8999999999999999,196,
1B,es,BC,CA_AC,2.7,1.2,190,
1B,es,BC,CA_AC,2.7,1.5,189,
1B,es,BC,CA_AC,2.7,1.8,189,
1B,es,BC,CA_AC,3.0,0.3,228,
1B,es,BC,CA_AC,3.0,0.6,230,
1B,es,BC,CA_AC,3.0,0.8999999999999999,205,
1B,es,BC,CA_AC,3.0,1.2,193,
1B,es,BC,CA_AC,3.0,1.5,189,
1B,es,BC,CA_AC,3.0,1.8,189,
1B,es,BC,CA_AC,0.0999999999999999,0.0999999999999999,225,
1B,es,BC,CA_AC,0.0999999999999999,0.1999999999999999,245,
1B,es,BC,CA_AC,0.0999999999999999,0.3,242,
1B,es,BC,CA_AC,0.0999999999999999,0.4,233,
1B,es,BC,CA_AC,0.0999999999999999,0.5,221,
1B,es,BC,CA_AC,0.1999999999999999,0.0999999999999999,263,
1B,es,BC,CA_AC,0.1999999999999999,0.1999999999999999,278,
1B,es,BC,CA_AC,0.1999999999999999,0.3,280,
1B,es,BC,CA_AC,0.1999999999999999,0.4,265,
1B,es,BC,CA_AC,0.1999999999999999,0.5,256,
1B,es,BC,CA_AC,0.3,0.0999999999999999,287,
1B,es,BC,CA_AC,0.3,0.1999999999999999,303,292.0
1B,es,BC,CA_AC,0.3,0.3,299,
1B,es,BC,CA_AC,0.3,0.4,294,
1B,es,BC,CA_AC,0.3,0.5,279,
1B,es,BC,CA_AC,0.4,0.0999999999999999,272,
1B,es,BC,CA_AC,0.4,0.1999999999999999,272,
1B,es,BC,CA_AC,0.4,0.3,289,
1B,es,BC,CA_AC,0.4,0.4,286,
1B,es,BC,CA_AC,0.4,0.5,277,
1B,es,BC,CA_AC,0.5,0.0999999999999999,255,
1B,es,BC,CA_AC,0.5,0.1999999999999999,258,
1B,es,BC,CA_AC,0.5,0.3,240,
1B,es,BC,CA_AC,0.5,0.4,236,
1B,es,BC,CA_AC,0.5,0.5,257,
1B,es,BC,AB_BA,0.3,0.3,279,
1B,es,BC,AB_BA,0.3,0.6,233,
1B,es,BC,AB_BA,0.3,0.8999999999999999,199,
1B,es,BC,AB_BA,0.3,1.2,111,
1B,es,BC,AB_BA,0.3,1.5,69,
1B,es,BC,AB_BA,0.3,1.8,74,
1B,es,BC,AB_BA,0.6,0.3,341,
1B,es,BC,AB_BA,0.6,0.6,375,
1B,es,BC,AB_BA,0.6,0.8999999999999999,345,
1B,es,BC,AB_BA,0.6,1.2,206,
1B,es,BC,AB_BA,0.6,1.5,163,
1B,es,BC,AB_BA,0.6,1.8,106,
1B,es,BC,AB_BA,0.8999999999999999,0.3,207,
1B,es,BC,AB_BA,0.8999999999999999,0.6,357,
1B,es,BC,AB_BA,0.8999999999999999,0.8999999999999999,354,
1B,es,BC,AB_BA,0.8999999999999999,1.2,282,
1B,es,BC,AB_BA,0.8999999999999999,1.5,203,
1B,es,BC,AB_BA,0.8999999999999999,1.8,155,
1B,es,BC,AB_BA,1.2,0.3,32,
1B,es,BC,AB_BA,1.2,0.6,215,
1B,es,BC,AB_BA,1.2,0.8999999999999999,255,
1B,es,BC,AB_BA,1.2,1.2,228,
1B,es,BC,AB_BA,1.2,1.5,200,
1B,es,BC,AB_BA,1.2,1.8,193,
1B,es,BC,AB_BA,1.5,0.3,18,
1B,es,BC,AB_BA,1.5,0.6,129,
1B,es,BC,AB_BA,1.5,0.8999999999999999,197,
1B,es,BC,AB_BA,1.5,1.2,202,
1B,es,BC,AB_BA,1.5,1.5,196,
1B,es,BC,AB_BA,1.5,1.8,193,
1B,es,BC,AB_BA,1.8,0.3,18,
1B,es,BC,AB_BA,1.8,0.6,93,
1B,es,BC,AB_BA,1.8,0.8999999999999999,175,
1B,es,BC,AB_BA,1.8,1.2,195,
1B,es,BC,AB_BA,1.8,1.5,197,
1B,es,BC,AB_BA,1.8,1.8,194,
1B,es,BC,AB_BA,2.1,0.3,24,
1B,es,BC,AB_BA,2.1,0.6,77,
1B,es,BC,AB_BA,2.1,0.8999999999999999,164,
1B,es,BC,AB_BA,2.1,1.2,196,
1B,es,BC,AB_BA,2.1,1.5,210,
1B,es,BC,AB_BA,2.1,1.8,204,
1B,es,BC,AB_BA,2.4,0.3,27,
1B,es,BC,AB_BA,2.4,0.6,67,
1B,es,BC,AB_BA,2.4,0.8999999999999999,159,
1B,es,BC,AB_BA,2.4,1.2,200,
1B,es,BC,AB_BA,2.4,1.5,217,
1B,es,BC,AB_BA,2.4,1.8,226,
1B,es,BC,AB_BA,2.7,0.3,32,
1B,es,BC,AB_BA,2.7,0.6,75,
1B,es,BC,AB_BA,2.7,0.8999999999999999,150,
1B,es,BC,AB_BA,2.7,1.2,201,
1B,es,BC,AB_BA,2.7,1.5,234,
1B,es,BC,AB_BA,2.7,1.8,246,
1B,es,BC,AB_BA,3.0,0.3,45,
1B,es,BC,AB_BA,3.0,0.6,86,
1B,es,BC,AB_BA,3.0,0.8999999999999999,144,
1B,es,BC,AB_BA,3.0,1.2,204,
1B,es,BC,AB_BA,3.0,1.5,248,
1B,es,BC,AB_BA,3.0,1.8,256,
1B,es,BC,AB_BA,0.3999999999999999,0.3999999999999999,336,
1B,es,BC,AB_BA,0.3999999999999999,0.5,323,
1B,es,BC,AB_BA,0.3999999999999999,0.6000000000000001,306,
1B,es,BC,AB_BA,0.3999999999999999,0.7000000000000001,281,
1B,es,BC,AB_BA,0.3999999999999999,0.8,243,
1B,es,BC,AB_BA,0.5,0.3999999999999999,360,
1B,es,BC,AB_BA,0.5,0.5,361,
1B,es,BC,AB_BA,0.5,0.6000000000000001,358,
1B,es,BC,AB_BA,0.5,0.7000000000000001,342,
1B,es,BC,AB_BA,0.5,0.8,318,
1B,es,BC,AB_BA,0.6000000000000001,0.3999999999999999,369,
1B,es,BC,AB_BA,0.6000000000000001,0.5,374,
1B,es,BC,AB_BA,0.6000000000000001,0.7000000000000001,373,
1B,es,BC,AB_BA,0.6000000000000001,0.8,366,
1B,es,BC,AB_BA,0.7000000000000001,0.3999999999999999,360,
1B,es,BC,AB_BA,0.7000000000000001,0.5,379,
1B,es,BC,AB_BA,0.7000000000000001,0.6000000000000001,380,381.0
1B,es,BC,AB_BA,0.7000000000000001,0.7000000000000001,377,
1B,es,BC,AB_BA,0.7000000000000001,0.8,371,
1B,es,BC,AB_BA,0.8,0.3999999999999999,340,
1B,es,BC,AB_BA,0.8,0.5,364,
1B,es,BC,AB_BA,0.8,0.6000000000000001,375,
1B,es,BC,AB_BA,0.8,0.7000000000000001,378,
1B,es,BC,AB_BA,0.8,0.8,374,
1B,es,CA,AB_BA,0.3,0.3,291,
1B,es,CA,AB_BA,0.3,0.6,173,
1B,es,CA,AB_BA,0.3,0.8999999999999999,35,
1B,es,CA,AB_BA,0.3,1.2,12,
1B,es,CA,AB_BA,0.3,1.5,16,
1B,es,CA,AB_BA,0.3,1.8,15,
1B,es,CA,AB_BA,0.6,0.3,235,
1B,es,CA,AB_BA,0.6,0.6,296,
1B,es,CA,AB_BA,0.6,0.8999999999999999,112,
1B,es,CA,AB_BA,0.6,1.2,20,
1B,es,CA,AB_BA,0.6,1.5,23,
1B,es,CA,AB_BA,0.6,1.8,23,
1B,es,CA,AB_BA,0.8999999999999999,0.3,119,
1B,es,CA,AB_BA,0.8999999999999999,0.6,215,
1B,es,CA,AB_BA,0.8999999999999999,0.8999999999999999,260,
1B,es,CA,AB_BA,0.8999999999999999,1.2,184,
1B,es,CA,AB_BA,0.8999999999999999,1.5,33,
1B,es,CA,AB_BA,0.8999999999999999,1.8,24,
1B,es,CA,AB_BA,1.2,0.3,76,
1B,es,CA,AB_BA,1.2,0.6,133,
1B,es,CA,AB_BA,1.2,0.8999999999999999,217,
1B,es,CA,AB_BA,1.2,1.2,238,
1B,es,CA,AB_BA,1.2,1.5,203,
1B,es,CA,AB_BA,1.2,1.8,105,
1B,es,CA,AB_BA,1.5,0.3,76,
1B,es,CA,AB_BA,1.5,0.6,128,
1B,es,CA,AB_BA,1.5,0.8999999999999999,191,
1B,es,CA,AB_BA,1.5,1.2,227,
1B,es,CA,AB_BA,1.5,1.5,227,
1B,es,CA,AB_BA,1.5,1.8,204,
1B,es,CA,AB_BA,1.8,0.3,78,
1B,es,CA,AB_BA,1.8,0.6,135,
1B,es,CA,AB_BA,1.8,0.8999999999999999,191,
1B,es,CA,AB_BA,1.8,1.2,214,
1B,es,CA,AB_BA,1.8,1.5,214,
1B,es,CA,AB_BA,1.8,1.8,206,
1B,es,CA,AB_BA,2.1,0.3,86,
1B,es,CA,AB_BA,2.1,0.6,148,
1B,es,CA,AB_BA,2.1,0.8999999999999999,193,
1B,es,CA,AB_BA,2.1,1.2,214,
1B,es,CA,AB_BA,2.1,1.5,212,
1B,es,CA,AB_BA,2.1,1.8,205,
1B,es,CA,AB_BA,2.4,0.3,102,
1B,es,CA,AB_BA,2.4,0.6,158,
1B,es,CA,AB_BA,2.4,0.8999999999999999,199,
1B,es,CA,AB_BA,2.4,1.2,213,
1B,es,CA,AB_BA,2.4,1.5,209,
