size,lang,task,instruction_models,gamma_instr,gamma_pref,dev_accuracy,test_accuracy
1B,es,CA,AB_BA,2.4,1.8,209,
1B,es,CA,AB_BA,2.7,0.3,117,
1B,es,CA,AB_BA,2.7,0.6,162,
1B,es,CA,AB_BA,2.7,0.8999999999999999,207,
1B,es,CA,AB_BA,2.7,1.2,213,
1B,es,CA,AB_BA,2.7,1.5,207,
1B,es,CA,AB_BA,2.7,1.8,212,
1B,es,CA,AB_BA,3.0,0.3,131,
1B,es,CA,AB_BA,3.0,0.6,167,
1B,es,CA,AB_BA,3.0,0.8999999999999999,207,
1B,es,CA,AB_BA,3.0,1.2,226,
1B,es,CA,AB_BA,3.0,1.5,224,
1B,es,CA,AB_BA,3.0,1.8,217,
1B,es,CA,AB_BA,0.3999999999999999,0.3999999999999999,287,
1B,es,CA,AB_BA,0.3999999999999999,0.5,238,
1B,es,CA,AB_BA,0.3999999999999999,0.6000000000000001,159,
1B,es,CA,AB_BA,0.3999999999999999,0.7000000000000001,104,
1B,es,CA,AB_BA,0.3999999999999999,0.8,65,
1B,es,CA,AB_BA,0.5,0.3999999999999999,303,293.0
1B,es,CA,AB_BA,0.5,0.5,298,
1B,es,CA,AB_BA,0.5,0.6000000000000001,282,
1B,es,CA,AB_BA,0.5,0.7000000000000001,185,
1B,es,CA,AB_BA,0.5,0.8,59,
1B,es,CA,AB_BA,0.6000000000000001,0.3999999999999999,273,
1B,es,CA,AB_BA,0.6000000000000001,0.5,291,
1B,es,CA,AB_BA,0.6000000000000001,0.6000000000000001,296,
1B,es,CA,AB_BA,0.6000000000000001,0.7000000000000001,292,
1B,es,CA,AB_BA,0.6000000000000001,0.8,242,
1B,es,CA,AB_BA,0.7000000000000001,0.3999999999999999,226,
1B,es,CA,AB_BA,0.7000000000000001,0.5,254,
1B,es,CA,AB_BA,0.7000000000000001,0.6000000000000001,274,
1B,es,CA,AB_BA,0.7000000000000001,0.7000000000000001,288,
1B,es,CA,AB_BA,0.7000000000000001,0.8,294,
1B,es,CA,AB_BA,0.8,0.3999999999999999,185,
1B,es,CA,AB_BA,0.8,0.5,222,
1B,es,CA,AB_BA,0.8,0.6000000000000001,250,
1B,es,CA,AB_BA,0.8,0.7000000000000001,266,
1B,es,CA,AB_BA,0.8,0.8,275,
1B,es,CA,BC_CB,0.3,0.3,271,
1B,es,CA,BC_CB,0.3,0.6,201,
1B,es,CA,BC_CB,0.3,0.8999999999999999,130,
1B,es,CA,BC_CB,0.3,1.2,44,
1B,es,CA,BC_CB,0.3,1.5,16,
1B,es,CA,BC_CB,0.3,1.8,7,
1B,es,CA,BC_CB,0.6,0.3,325,
1B,es,CA,BC_CB,0.6,0.6,230,
1B,es,CA,BC_CB,0.6,0.8999999999999999,202,
1B,es,CA,BC_CB,0.6,1.2,73,
1B,es,CA,BC_CB,0.6,1.5,29,
1B,es,CA,BC_CB,0.6,1.8,13,
1B,es,CA,BC_CB,0.8999999999999999,0.3,318,
1B,es,CA,BC_CB,0.8999999999999999,0.6,227,
1B,es,CA,BC_CB,0.8999999999999999,0.8999999999999999,200,
1B,es,CA,BC_CB,0.8999999999999999,1.2,195,
1B,es,CA,BC_CB,0.8999999999999999,1.5,170,
1B,es,CA,BC_CB,0.8999999999999999,1.8,26,
1B,es,CA,BC_CB,1.2,0.3,261,
1B,es,CA,BC_CB,1.2,0.6,196,
1B,es,CA,BC_CB,1.2,0.8999999999999999,185,
1B,es,CA,BC_CB,1.2,1.2,195,
1B,es,CA,BC_CB,1.2,1.5,197,
1B,es,CA,BC_CB,1.2,1.8,196,
1B,es,CA,BC_CB,1.5,0.3,237,
1B,es,CA,BC_CB,1.5,0.6,186,
1B,es,CA,BC_CB,1.5,0.8999999999999999,183,
1B,es,CA,BC_CB,1.5,1.2,188,
1B,es,CA,BC_CB,1.5,1.5,191,
1B,es,CA,BC_CB,1.5,1.8,196,
1B,es,CA,BC_CB,1.8,0.3,258,
1B,es,CA,BC_CB,1.8,0.6,206,
1B,es,CA,BC_CB,1.8,0.8999999999999999,191,
1B,es,CA,BC_CB,1.8,1.2,183,
1B,es,CA,BC_CB,1.8,1.5,185,
1B,es,CA,BC_CB,1.8,1.8,192,
1B,es,CA,BC_CB,2.1,0.3,255,
1B,es,CA,BC_CB,2.1,0.6,213,
1B,es,CA,BC_CB,2.1,0.8999999999999999,205,
1B,es,CA,BC_CB,2.1,1.2,194,
1B,es,CA,BC_CB,2.1,1.5,186,
1B,es,CA,BC_CB,2.1,1.8,184,
1B,es,CA,BC_CB,2.4,0.3,226,
1B,es,CA,BC_CB,2.4,0.6,210,
1B,es,CA,BC_CB,2.4,0.8999999999999999,205,
1B,es,CA,BC_CB,2.4,1.2,205,
1B,es,CA,BC_CB,2.4,1.5,198,
1B,es,CA,BC_CB,2.4,1.8,184,
1B,es,CA,BC_CB,2.7,0.3,221,
1B,es,CA,BC_CB,2.7,0.6,210,
1B,es,CA,BC_CB,2.7,0.8999999999999999,205,
1B,es,CA,BC_CB,2.7,1.2,203,
1B,es,CA,BC_CB,2.7,1.5,191,
1B,es,CA,BC_CB,2.7,1.8,146,
1B,es,CA,BC_CB,3.0,0.3,225,
1B,es,CA,BC_CB,3.0,0.6,220,
1B,es,CA,BC_CB,3.0,0.8999999999999999,221,
1B,es,CA,BC_CB,3.0,1.2,226,
1B,es,CA,BC_CB,3.0,1.5,204,
1B,es,CA,BC_CB,3.0,1.8,153,
1B,es,CA,BC_CB,0.3999999999999999,0.0999999999999999,291,
1B,es,CA,BC_CB,0.3999999999999999,0.1999999999999999,319,
1B,es,CA,BC_CB,0.3999999999999999,0.3,290,
1B,es,CA,BC_CB,0.3999999999999999,0.4,248,
1B,es,CA,BC_CB,0.3999999999999999,0.5,241,
1B,es,CA,BC_CB,0.5,0.0999999999999999,304,
1B,es,CA,BC_CB,0.5,0.1999999999999999,333,
1B,es,CA,BC_CB,0.5,0.3,308,
1B,es,CA,BC_CB,0.5,0.4,267,
1B,es,CA,BC_CB,0.5,0.5,237,
1B,es,CA,BC_CB,0.6000000000000001,0.0999999999999999,317,
1B,es,CA,BC_CB,0.6000000000000001,0.1999999999999999,337,
1B,es,CA,BC_CB,0.6000000000000001,0.3,325,
1B,es,CA,BC_CB,0.6000000000000001,0.4,279,
1B,es,CA,BC_CB,0.6000000000000001,0.5,257,
1B,es,CA,BC_CB,0.7000000000000001,0.0999999999999999,334,
1B,es,CA,BC_CB,0.7000000000000001,0.1999999999999999,341,
1B,es,CA,BC_CB,0.7000000000000001,0.3,325,
1B,es,CA,BC_CB,0.7000000000000001,0.4,292,
1B,es,CA,BC_CB,0.7000000000000001,0.5,267,
1B,es,CA,BC_CB,0.8,0.0999999999999999,341,
1B,es,CA,BC_CB,0.8,0.1999999999999999,342,356.0
1B,es,CA,BC_CB,0.8,0.3,326,
1B,es,CA,BC_CB,0.8,0.4,293,
1B,es,CA,BC_CB,0.8,0.5,263,
1B,zh-cn,AB,BC_CB,0.3,0.3,323,
1B,zh-cn,AB,BC_CB,0.3,0.6,311,
1B,zh-cn,AB,BC_CB,0.3,0.8999999999999999,208,
1B,zh-cn,AB,BC_CB,0.3,1.2,205,
1B,zh-cn,AB,BC_CB,0.3,1.5,205,
1B,zh-cn,AB,BC_CB,0.3,1.8,204,
1B,zh-cn,AB,BC_CB,0.6,0.3,329,
1B,zh-cn,AB,BC_CB,0.6,0.6,330,
1B,zh-cn,AB,BC_CB,0.6,0.8999999999999999,283,
1B,zh-cn,AB,BC_CB,0.6,1.2,229,
1B,zh-cn,AB,BC_CB,0.6,1.5,206,
1B,zh-cn,AB,BC_CB,0.6,1.8,205,
1B,zh-cn,AB,BC_CB,0.8999999999999999,0.3,308,
1B,zh-cn,AB,BC_CB,0.8999999999999999,0.6,339,
1B,zh-cn,AB,BC_CB,0.8999999999999999,0.8999999999999999,315,
1B,zh-cn,AB,BC_CB,0.8999999999999999,1.2,266,
1B,zh-cn,AB,BC_CB,0.8999999999999999,1.5,240,
1B,zh-cn,AB,BC_CB,0.8999999999999999,1.8,211,
1B,zh-cn,AB,BC_CB,1.2,0.3,294,
1B,zh-cn,AB,BC_CB,1.2,0.6,313,
1B,zh-cn,AB,BC_CB,1.2,0.8999999999999999,329,
1B,zh-cn,AB,BC_CB,1.2,1.2,322,
1B,zh-cn,AB,BC_CB,1.2,1.5,294,
1B,zh-cn,AB,BC_CB,1.2,1.8,247,
1B,zh-cn,AB,BC_CB,1.5,0.3,264,
1B,zh-cn,AB,BC_CB,1.5,0.6,293,
1B,zh-cn,AB,BC_CB,1.5,0.8999999999999999,299,
1B,zh-cn,AB,BC_CB,1.5,1.2,284,
1B,zh-cn,AB,BC_CB,1.5,1.5,256,
1B,zh-cn,AB,BC_CB,1.5,1.8,236,
1B,zh-cn,AB,BC_CB,1.8,0.3,233,
1B,zh-cn,AB,BC_CB,1.8,0.6,265,
1B,zh-cn,AB,BC_CB,1.8,0.8999999999999999,240,
1B,zh-cn,AB,BC_CB,1.8,1.2,237,
1B,zh-cn,AB,BC_CB,1.8,1.5,218,
1B,zh-cn,AB,BC_CB,1.8,1.8,207,
1B,zh-cn,AB,BC_CB,2.1,0.3,221,
1B,zh-cn,AB,BC_CB,2.1,0.6,248,
1B,zh-cn,AB,BC_CB,2.1,0.8999999999999999,233,
1B,zh-cn,AB,BC_CB,2.1,1.2,228,
1B,zh-cn,AB,BC_CB,2.1,1.5,216,
1B,zh-cn,AB,BC_CB,2.1,1.8,203,
1B,zh-cn,AB,BC_CB,2.4,0.3,221,
1B,zh-cn,AB,BC_CB,2.4,0.6,239,
1B,zh-cn,AB,BC_CB,2.4,0.8999999999999999,232,
1B,zh-cn,AB,BC_CB,2.4,1.2,229,
1B,zh-cn,AB,BC_CB,2.4,1.5,222,
1B,zh-cn,AB,BC_CB,2.4,1.8,211,
1B,zh-cn,AB,BC_CB,2.7,0.3,218,
1B,zh-cn,AB,BC_CB,2.7,0.6,236,
1B,zh-cn,AB,BC_CB,2.7,0.8999999999999999,231,
1B,zh-cn,AB,BC_CB,2.7,1.2,239,
1B,zh-cn,AB,BC_CB,2.7,1.5,232,
1B,zh-cn,AB,BC_CB,2.7,1.8,226,
1B,zh-cn,AB,BC_CB,3.0,0.3,213,
1B,zh-cn,AB,BC_CB,3.0,0.6,222,
1B,zh-cn,AB,BC_CB,3.0,0.8999999999999999,235,
1B,zh-cn,AB,BC_CB,3.0,1.2,234,
1B,zh-cn,AB,BC_CB,3.0,1.5,231,
1B,zh-cn,AB,BC_CB,3.0,1.8,221,
1B,zh-cn,AB,BC_CB,0.7,0.3999999999999999,345,
1B,zh-cn,AB,BC_CB,0.7,0.5,347,356.0
1B,zh-cn,AB,BC_CB,0.7,0.6000000000000001,340,
1B,zh-cn,AB,BC_CB,0.7,0.7000000000000001,318,
1B,zh-cn,AB,BC_CB,0.7,0.8,310,
1B,zh-cn,AB,BC_CB,0.7999999999999999,0.3999999999999999,331,
1B,zh-cn,AB,BC_CB,0.7999999999999999,0.5,345,
1B,zh-cn,AB,BC_CB,0.7999999999999999,0.6000000000000001,340,
1B,zh-cn,AB,BC_CB,0.7999999999999999,0.7000000000000001,334,
1B,zh-cn,AB,BC_CB,0.7999999999999999,0.8,321,
1B,zh-cn,AB,BC_CB,0.8999999999999999,0.3999999999999999,330,
1B,zh-cn,AB,BC_CB,0.8999999999999999,0.5,329,
1B,zh-cn,AB,BC_CB,0.8999999999999999,0.6000000000000001,339,
1B,zh-cn,AB,BC_CB,0.8999999999999999,0.7000000000000001,335,
1B,zh-cn,AB,BC_CB,0.8999999999999999,0.8,327,
1B,zh-cn,AB,BC_CB,1.0,0.3999999999999999,321,
1B,zh-cn,AB,BC_CB,1.0,0.5,327,
1B,zh-cn,AB,BC_CB,1.0,0.6000000000000001,326,
1B,zh-cn,AB,BC_CB,1.0,0.7000000000000001,331,
1B,zh-cn,AB,BC_CB,1.0,0.8,331,
1B,zh-cn,AB,BC_CB,1.1,0.3999999999999999,313,
1B,zh-cn,AB,BC_CB,1.1,0.5,319,
1B,zh-cn,AB,BC_CB,1.1,0.6000000000000001,325,
1B,zh-cn,AB,BC_CB,1.1,0.7000000000000001,325,
1B,zh-cn,AB,BC_CB,1.1,0.8,335,
1B,zh-cn,AB,CA_AC,0.3,0.3,269,
1B,zh-cn,AB,CA_AC,0.3,0.6,284,
1B,zh-cn,AB,CA_AC,0.3,0.8999999999999999,259,
1B,zh-cn,AB,CA_AC,0.3,1.2,209,
1B,zh-cn,AB,CA_AC,0.3,1.5,205,
1B,zh-cn,AB,CA_AC,0.3,1.8,204,
1B,zh-cn,AB,CA_AC,0.6,0.3,287,
1B,zh-cn,AB,CA_AC,0.6,0.6,267,
1B,zh-cn,AB,CA_AC,0.6,0.8999999999999999,257,
1B,zh-cn,AB,CA_AC,0.6,1.2,287,
1B,zh-cn,AB,CA_AC,0.6,1.5,265,
1B,zh-cn,AB,CA_AC,0.6,1.8,205,
1B,zh-cn,AB,CA_AC,0.8999999999999999,0.3,292,
1B,zh-cn,AB,CA_AC,0.8999999999999999,0.6,279,
1B,zh-cn,AB,CA_AC,0.8999999999999999,0.8999999999999999,270,
1B,zh-cn,AB,CA_AC,0.8999999999999999,1.2,278,
1B,zh-cn,AB,CA_AC,0.8999999999999999,1.5,300,
1B,zh-cn,AB,CA_AC,0.8999999999999999,1.8,275,
1B,zh-cn,AB,CA_AC,1.2,0.3,291,
1B,zh-cn,AB,CA_AC,1.2,0.6,292,
1B,zh-cn,AB,CA_AC,1.2,0.8999999999999999,286,
1B,zh-cn,AB,CA_AC,1.2,1.2,290,
1B,zh-cn,AB,CA_AC,1.2,1.5,311,
1B,zh-cn,AB,CA_AC,1.2,1.8,323,323.0
1B,zh-cn,AB,CA_AC,1.5,0.3,272,
1B,zh-cn,AB,CA_AC,1.5,0.6,294,
1B,zh-cn,AB,CA_AC,1.5,0.8999999999999999,278,
1B,zh-cn,AB,CA_AC,1.5,1.2,266,
1B,zh-cn,AB,CA_AC,1.5,1.5,273,
1B,zh-cn,AB,CA_AC,1.5,1.8,290,
1B,zh-cn,AB,CA_AC,1.8,0.3,253,
1B,zh-cn,AB,CA_AC,1.8,0.6,269,
1B,zh-cn,AB,CA_AC,1.8,0.8999999999999999,268,
1B,zh-cn,AB,CA_AC,1.8,1.2,259,
1B,zh-cn,AB,CA_AC,1.8,1.5,265,
1B,zh-cn,AB,CA_AC,1.8,1.8,270,
1B,zh-cn,AB,CA_AC,2.1,0.3,247,
1B,zh-cn,AB,CA_AC,2.1,0.6,260,
1B,zh-cn,AB,CA_AC,2.1,0.8999999999999999,255,
1B,zh-cn,AB,CA_AC,2.1,1.2,262,
1B,zh-cn,AB,CA_AC,2.1,1.5,263,
1B,zh-cn,AB,CA_AC,2.1,1.8,263,
1B,zh-cn,AB,CA_AC,2.4,0.3,242,
1B,zh-cn,AB,CA_AC,2.4,0.6,254,
1B,zh-cn,AB,CA_AC,2.4,0.8999999999999999,257,
1B,zh-cn,AB,CA_AC,2.4,1.2,259,
1B,zh-cn,AB,CA_AC,2.4,1.5,248,
1B,zh-cn,AB,CA_AC,2.4,1.8,238,
1B,zh-cn,AB,CA_AC,2.7,0.3,250,
1B,zh-cn,AB,CA_AC,2.7,0.6,263,
1B,zh-cn,AB,CA_AC,2.7,0.8999999999999999,253,
1B,zh-cn,AB,CA_AC,2.7,1.2,247,
1B,zh-cn,AB,CA_AC,2.7,1.5,236,
1B,zh-cn,AB,CA_AC,2.7,1.8,221,
1B,zh-cn,AB,CA_AC,3.0,0.3,268,
1B,zh-cn,AB,CA_AC,3.0,0.6,263,
1B,zh-cn,AB,CA_AC,3.0,0.8999999999999999,257,
1B,zh-cn,AB,CA_AC,3.0,1.2,244,
1B,zh-cn,AB,CA_AC,3.0,1.5,233,
1B,zh-cn,AB,CA_AC,3.0,1.8,218,
1B,zh-cn,AB,CA_AC,1.0,1.6,314,
1B,zh-cn,AB,CA_AC,1.0,1.7000000000000002,313,
1B,zh-cn,AB,CA_AC,1.0,1.8000000000000005,305,
1B,zh-cn,AB,CA_AC,1.0,1.9000000000000004,273,
1B,zh-cn,AB,CA_AC,1.0,2.0000000000000004,238,
1B,zh-cn,AB,CA_AC,1.1,1.6,316,
1B,zh-cn,AB,CA_AC,1.1,1.7000000000000002,315,
1B,zh-cn,AB,CA_AC,1.1,1.8000000000000005,312,
1B,zh-cn,AB,CA_AC,1.1,1.9000000000000004,303,
1B,zh-cn,AB,CA_AC,1.1,2.0000000000000004,276,
1B,zh-cn,AB,CA_AC,1.2000000000000002,1.6,322,
1B,zh-cn,AB,CA_AC,1.2000000000000002,1.7000000000000002,322,
1B,zh-cn,AB,CA_AC,1.2000000000000002,1.9000000000000004,313,
1B,zh-cn,AB,CA_AC,1.2000000000000002,2.0000000000000004,300,
1B,zh-cn,AB,CA_AC,1.3000000000000005,1.6,305,
1B,zh-cn,AB,CA_AC,1.3000000000000005,1.7000000000000002,310,
1B,zh-cn,AB,CA_AC,1.3000000000000005,1.8000000000000005,310,
1B,zh-cn,AB,CA_AC,1.3000000000000005,1.9000000000000004,312,
1B,zh-cn,AB,CA_AC,1.3000000000000005,2.0000000000000004,308,
1B,zh-cn,AB,CA_AC,1.4000000000000004,1.6,290,
1B,zh-cn,AB,CA_AC,1.4000000000000004,1.7000000000000002,290,
1B,zh-cn,AB,CA_AC,1.4000000000000004,1.8000000000000005,293,
1B,zh-cn,AB,CA_AC,1.4000000000000004,1.9000000000000004,303,
1B,zh-cn,AB,CA_AC,1.4000000000000004,2.0000000000000004,303,
1B,zh-cn,BC,CA_AC,0.3,0.3,307,
1B,zh-cn,BC,CA_AC,0.3,0.6,315,
1B,zh-cn,BC,CA_AC,0.3,0.8999999999999999,258,
1B,zh-cn,BC,CA_AC,0.3,1.2,186,
1B,zh-cn,BC,CA_AC,0.3,1.5,162,
1B,zh-cn,BC,CA_AC,0.3,1.8,136,
1B,zh-cn,BC,CA_AC,0.6,0.3,341,
1B,zh-cn,BC,CA_AC,0.6,0.6,261,
1B,zh-cn,BC,CA_AC,0.6,0.8999999999999999,218,
1B,zh-cn,BC,CA_AC,0.6,1.2,191,
1B,zh-cn,BC,CA_AC,0.6,1.5,189,
1B,zh-cn,BC,CA_AC,0.6,1.8,189,
1B,zh-cn,BC,CA_AC,0.8999999999999999,0.3,340,
1B,zh-cn,BC,CA_AC,0.8999999999999999,0.6,227,
1B,zh-cn,BC,CA_AC,0.8999999999999999,0.8999999999999999,191,
1B,zh-cn,BC,CA_AC,0.8999999999999999,1.2,179,
1B,zh-cn,BC,CA_AC,0.8999999999999999,1.5,172,
1B,zh-cn,BC,CA_AC,0.8999999999999999,1.8,187,
1B,zh-cn,BC,CA_AC,1.2,0.3,326,
1B,zh-cn,BC,CA_AC,1.2,0.6,221,
1B,zh-cn,BC,CA_AC,1.2,0.8999999999999999,191,
1B,zh-cn,BC,CA_AC,1.2,1.2,189,
1B,zh-cn,BC,CA_AC,1.2,1.5,186,
1B,zh-cn,BC,CA_AC,1.2,1.8,183,
1B,zh-cn,BC,CA_AC,1.5,0.3,297,
1B,zh-cn,BC,CA_AC,1.5,0.6,216,
1B,zh-cn,BC,CA_AC,1.5,0.8999999999999999,190,
1B,zh-cn,BC,CA_AC,1.5,1.2,189,
1B,zh-cn,BC,CA_AC,1.5,1.5,189,
1B,zh-cn,BC,CA_AC,1.5,1.8,172,
1B,zh-cn,BC,CA_AC,1.8,0.3,287,
1B,zh-cn,BC,CA_AC,1.8,0.6,219,
1B,zh-cn,BC,CA_AC,1.8,0.8999999999999999,194,
1B,zh-cn,BC,CA_AC,1.8,1.2,189,
1B,zh-cn,BC,CA_AC,1.8,1.5,188,
1B,zh-cn,BC,CA_AC,1.8,1.8,175,
1B,zh-cn,BC,CA_AC,2.1,0.3,282,
1B,zh-cn,BC,CA_AC,2.1,0.6,228,
1B,zh-cn,BC,CA_AC,2.1,0.8999999999999999,198,
1B,zh-cn,BC,CA_AC,2.1,1.2,189,
1B,zh-cn,BC,CA_AC,2.1,1.5,188,
1B,zh-cn,BC,CA_AC,2.1,1.8,176,
1B,zh-cn,BC,CA_AC,2.4,0.3,283,
1B,zh-cn,BC,CA_AC,2.4,0.6,235,
1B,zh-cn,BC,CA_AC,2.4,0.8999999999999999,204,
1B,zh-cn,BC,CA_AC,2.4,1.2,179,
1B,zh-cn,BC,CA_AC,2.4,1.5,168,
1B,zh-cn,BC,CA_AC,2.4,1.8,168,
1B,zh-cn,BC,CA_AC,2.7,0.3,285,
1B,zh-cn,BC,CA_AC,2.7,0.6,221,
1B,zh-cn,BC,CA_AC,2.7,0.8999999999999999,176,
1B,zh-cn,BC,CA_AC,2.7,1.2,163,
1B,zh-cn,BC,CA_AC,2.7,1.5,154,
1B,zh-cn,BC,CA_AC,2.7,1.8,151,
1B,zh-cn,BC,CA_AC,3.0,0.3,277,
1B,zh-cn,BC,CA_AC,3.0,0.6,220,
1B,zh-cn,BC,CA_AC,3.0,0.8999999999999999,185,
1B,zh-cn,BC,CA_AC,3.0,1.2,150,
1B,zh-cn,BC,CA_AC,3.0,1.5,143,
1B,zh-cn,BC,CA_AC,3.0,1.8,150,
1B,zh-cn,BC,CA_AC,0.3999999999999999,0.0999999999999999,313,
1B,zh-cn,BC,CA_AC,0.3999999999999999,0.1999999999999999,329,
1B,zh-cn,BC,CA_AC,0.3999999999999999,0.3,334,
1B,zh-cn,BC,CA_AC,0.3999999999999999,0.4,324,
1B,zh-cn,BC,CA_AC,0.3999999999999999,0.5,331,
1B,zh-cn,BC,CA_AC,0.5,0.0999999999999999,326,
1B,zh-cn,BC,CA_AC,0.5,0.1999999999999999,341,
1B,zh-cn,BC,CA_AC,0.5,0.3,339,
1B,zh-cn,BC,CA_AC,0.5,0.4,323,
1B,zh-cn,BC,CA_AC,0.5,0.5,324,
1B,zh-cn,BC,CA_AC,0.6000000000000001,0.0999999999999999,342,
1B,zh-cn,BC,CA_AC,0.6000000000000001,0.1999999999999999,354,
1B,zh-cn,BC,CA_AC,0.6000000000000001,0.3,341,
1B,zh-cn,BC,CA_AC,0.6000000000000001,0.4,320,
1B,zh-cn,BC,CA_AC,0.6000000000000001,0.5,285,
1B,zh-cn,BC,CA_AC,0.7000000000000001,0.0999999999999999,350,
1B,zh-cn,BC,CA_AC,0.7000000000000001,0.1999999999999999,353,
1B,zh-cn,BC,CA_AC,0.7000000000000001,0.3,342,
1B,zh-cn,BC,CA_AC,0.7000000000000001,0.4,320,
1B,zh-cn,BC,CA_AC,0.7000000000000001,0.5,281,
1B,zh-cn,BC,CA_AC,0.8,0.0999999999999999,355,352.0
1B,zh-cn,BC,CA_AC,0.8,0.1999999999999999,353,
1B,zh-cn,BC,CA_AC,0.8,0.3,342,
1B,zh-cn,BC,CA_AC,0.8,0.4,318,
1B,zh-cn,BC,CA_AC,0.8,0.5,276,
1B,zh-cn,BC,AB_BA,0.3,0.3,334,
1B,zh-cn,BC,AB_BA,0.3,0.6,375,
1B,zh-cn,BC,AB_BA,0.3,0.8999999999999999,373,
1B,zh-cn,BC,AB_BA,0.3,1.2,316,
1B,zh-cn,BC,AB_BA,0.3,1.5,210,
1B,zh-cn,BC,AB_BA,0.3,1.8,120,
1B,zh-cn,BC,AB_BA,0.6,0.3,389,
1B,zh-cn,BC,AB_BA,0.6,0.6,392,
1B,zh-cn,BC,AB_BA,0.6,0.8999999999999999,361,
1B,zh-cn,BC,AB_BA,0.6,1.2,206,
1B,zh-cn,BC,AB_BA,0.6,1.5,45,
1B,zh-cn,BC,AB_BA,0.6,1.8,43,
1B,zh-cn,BC,AB_BA,0.8999999999999999,0.3,393,
1B,zh-cn,BC,AB_BA,0.8999999999999999,0.6,393,
1B,zh-cn,BC,AB_BA,0.8999999999999999,0.8999999999999999,390,
1B,zh-cn,BC,AB_BA,0.8999999999999999,1.2,220,
1B,zh-cn,BC,AB_BA,0.8999999999999999,1.5,69,
1B,zh-cn,BC,AB_BA,0.8999999999999999,1.8,53,
1B,zh-cn,BC,AB_BA,1.2,0.3,392,
1B,zh-cn,BC,AB_BA,1.2,0.6,391,
1B,zh-cn,BC,AB_BA,1.2,0.8999999999999999,380,
1B,zh-cn,BC,AB_BA,1.2,1.2,350,
1B,zh-cn,BC,AB_BA,1.2,1.5,189,
1B,zh-cn,BC,AB_BA,1.2,1.8,54,
1B,zh-cn,BC,AB_BA,1.5,0.3,386,
1B,zh-cn,BC,AB_BA,1.5,0.6,389,
1B,zh-cn,BC,AB_BA,1.5,0.8999999999999999,368,
1B,zh-cn,BC,AB_BA,1.5,1.2,322,
1B,zh-cn,BC,AB_BA,1.5,1.5,249,
1B,zh-cn,BC,AB_BA,1.5,1.8,141,
1B,zh-cn,BC,AB_BA,1.8,0.3,372,
1B,zh-cn,BC,AB_BA,1.8,0.6,388,
1B,zh-cn,BC,AB_BA,1.8,0.8999999999999999,358,
1B,zh-cn,BC,AB_BA,1.8,1.2,312,
1B,zh-cn,BC,AB_BA,1.8,1.5,254,
1B,zh-cn,BC,AB_BA,1.8,1.8,205,
1B,zh-cn,BC,AB_BA,2.1,0.3,350,
1B,zh-cn,BC,AB_BA,2.1,0.6,392,
1B,zh-cn,BC,AB_BA,2.1,0.8999999999999999,351,
1B,zh-cn,BC,AB_BA,2.1,1.2,295,
1B,zh-cn,BC,AB_BA,2.1,1.5,246,
1B,zh-cn,BC,AB_BA,2.1,1.8,205,
1B,zh-cn,BC,AB_BA,2.4,0.3,319,
1B,zh-cn,BC,AB_BA,2.4,0.6,381,
1B,zh-cn,BC,AB_BA,2.4,0.8999999999999999,351,
1B,zh-cn,BC,AB_BA,2.4,1.2,283,
1B,zh-cn,BC,AB_BA,2.4,1.5,232,
1B,zh-cn,BC,AB_BA,2.4,1.8,197,
1B,zh-cn,BC,AB_BA,2.7,0.3,277,
1B,zh-cn,BC,AB_BA,2.7,0.6,360,
1B,zh-cn,BC,AB_BA,2.7,0.8999999999999999,334,
1B,zh-cn,BC,AB_BA,2.7,1.2,267,
1B,zh-cn,BC,AB_BA,2.7,1.5,211,
1B,zh-cn,BC,AB_BA,2.7,1.8,172,
1B,zh-cn,BC,AB_BA,3.0,0.3,224,
1B,zh-cn,BC,AB_BA,3.0,0.6,339,
1B,zh-cn,BC,AB_BA,3.0,0.8999999999999999,307,
1B,zh-cn,BC,AB_BA,3.0,1.2,250,
1B,zh-cn,BC,AB_BA,3.0,1.5,199,
1B,zh-cn,BC,AB_BA,3.0,1.8,164,
1B,zh-cn,BC,AB_BA,0.7,0.0999999999999999,329,
1B,zh-cn,BC,AB_BA,0.7,0.1999999999999999,386,
1B,zh-cn,BC,AB_BA,0.7,0.3,391,
1B,zh-cn,BC,AB_BA,0.7,0.4,395,388.0
1B,zh-cn,BC,AB_BA,0.7,0.5,394,
1B,zh-cn,BC,AB_BA,0.7999999999999999,0.0999999999999999,338,
1B,zh-cn,BC,AB_BA,0.7999999999999999,0.1999999999999999,385,
1B,zh-cn,BC,AB_BA,0.7999999999999999,0.3,394,
1B,zh-cn,BC,AB_BA,0.7999999999999999,0.4,394,
1B,zh-cn,BC,AB_BA,0.7999999999999999,0.5,394,
1B,zh-cn,BC,AB_BA,0.8999999999999999,0.0999999999999999,336,
1B,zh-cn,BC,AB_BA,0.8999999999999999,0.1999999999999999,387,
1B,zh-cn,BC,AB_BA,0.8999999999999999,0.3,393,
1B,zh-cn,BC,AB_BA,0.8999999999999999,0.4,393,
1B,zh-cn,BC,AB_BA,0.8999999999999999,0.5,393,
1B,zh-cn,BC,AB_BA,1.0,0.0999999999999999,337,
1B,zh-cn,BC,AB_BA,1.0,0.1999999999999999,386,
1B,zh-cn,BC,AB_BA,1.0,0.3,393,
1B,zh-cn,BC,AB_BA,1.0,0.4,394,
